source,target,species,drug,transfer_id,source_n,target_n,source_positives,target_positives,source_prevalence,target_prevalence,prevalence_absolute_shift,prevalence_ratio,domain_auc_svd,centroid_distance_svd,covariance_distance_svd,source_to_target_nn_distance,target_to_source_nn_distance,source_internal_diversity,target_internal_diversity,diversity_ratio,source_positive_rate_model,target_positive_rate_model,source_prediction_entropy,target_prediction_entropy,entropy_shift,source_prediction_mean,target_prediction_mean,prediction_mean_shift,source_prediction_sd,target_prediction_sd,prediction_sd_shift,source_only_auroc_mean,source_only_prauc_mean,source_only_brier_mean
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,DRIAMS-A->DRIAMS-C|Staphylococcus aureus|Penicillin,3553,738,2611,547,0.7348719392063046,0.7411924119241192,0.0063204727178146625,1.0086007811437747,0.9914496471167921,0.551287829875946,0.658242171622038,11.17401468487414,13.119750306082935,8.498923017721662,12.03733055740191,1.4163359913134974,0.7348719392063046,0.9742547425474255,0.08042807488730098,0.2763472255361674,0.19591915064886645,0.7352336113851363,0.8881128951165969,0.15287928373146054,0.42240232848026377,0.13137764077088052,-0.2910246877093833,0.7350663312548638,0.8957634639539143,0.19776318779773105
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,DRIAMS-A->DRIAMS-C|Escherichia coli|Cotrimoxazole,4888,896,1595,304,0.3263093289689034,0.3392857142857143,0.01297638531681089,1.0397671294223019,0.9929772894990648,0.44931092858314514,0.6454129404702896,10.656523301617018,11.128028487893088,8.375323706943353,9.579004980889815,1.14371758227668,0.3263093289689034,0.09709821428571429,0.20961786266741725,0.5057950282972803,0.29617716562986307,0.32580702130809797,0.26071758379820464,-0.06508943750989332,0.4085822292808763,0.160553878837613,-0.2480283504432633,0.6016447368421053,0.43307463206414976,0.23195285003031912
DRIAMS-A,DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,DRIAMS-A->DRIAMS-C|Escherichia coli|Amoxicillin-Clavulanic acid,4826,902,1177,230,0.24388727724823872,0.2549889135254989,0.011101636277260185,1.0455195383806777,0.9942364575474862,0.4535341262817383,0.6427631261622219,10.640513945752241,11.104803532718819,8.379811144072734,9.553375372072546,1.1400466201234027,0.24388727724823872,0.013303769401330377,0.14861701744899006,0.36672649704971105,0.218109479600721,0.24313605586896994,0.1425248386679746,-0.10061121720099533,0.3864085378440607,0.10873935963855916,-0.2776691782055015,0.5697774327122154,0.34190950471657855,0.201337141231318
DRIAMS-A,DRIAMS-C,Escherichia coli,Ciprofloxacin,DRIAMS-A->DRIAMS-C|Escherichia coli|Ciprofloxacin,4911,889,1466,191,0.29851354103034006,0.21484814398200225,0.08366539704833781,0.719726626941073,0.993189458525992,0.43275928497314453,0.6377758694086874,10.633656948769659,11.04898136699964,8.365212154038883,9.61223709360687,1.1490727212418517,0.29851354103034006,0.12373453318335208,0.11279763316867451,0.3117476950056107,0.1989500618369362,0.29812088505370044,0.2073748844500734,-0.09074600060362703,0.42928222278268274,0.265365999757322,-0.16391622302536074,0.8106549414366864,0.6705055884562324,0.11640382611050873
DRIAMS-A,DRIAMS-C,Escherichia coli,Ceftriaxone,DRIAMS-A->DRIAMS-C|Escherichia coli|Ceftriaxone,4961,916,1086,151,0.21890747833098165,0.1648471615720524,0.05406031675892925,0.7530449065920368,0.9939924423604553,0.44449084997177124,0.6428219507555718,10.641363873344304,11.069067791924207,8.363616211754112,9.52585326474827,1.1389634607289567,0.21890747833098165,0.04475982532751092,0.047023707343375284,0.18930881928973628,0.142285111946361,0.21863345643440663,0.08389500989313711,-0.1347384465412695,0.40253035901026957,0.15306699813566052,-0.24946336087460905,0.6613963809569033,0.3540055709806917,0.1323837822371196
DRIAMS-A,DRIAMS-C,Escherichia coli,Ceftazidime,DRIAMS-A->DRIAMS-C|Escherichia coli|Ceftazidime,4822,915,871,146,0.18063044379925342,0.15956284153005465,0.021067602269198765,0.8833662707898089,0.9923678586079739,0.4452377259731293,0.6480576985783254,10.65829632380156,11.151797000749514,8.374368254993032,9.592063752784103,1.1454074457574812,0.18063044379925342,0.00546448087431694,0.04137326748386854,0.1353078493344577,0.09393458185058914,0.18030329029952352,0.04478641760255479,-0.13551687269696872,0.37441089732308813,0.08361824843478394,-0.2907926488883042,0.6413307240704501,0.31716273374362886,0.1381273624127524
DRIAMS-A,DRIAMS-B,Staphylococcus epidermidis,Amoxicillin-Clavulanic acid,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Amoxicillin-Clavulanic acid,4262,220,3006,129,0.7053026748005631,0.5863636363636363,0.11893903843692677,0.8313645436399927,0.9994880764472505,0.9185713529586792,0.7998564673671007,13.192700684478954,13.995125647458163,8.246063873002587,10.738918861259114,1.3023084742792344,0.7053026748005631,0.75,0.08223182803768653,0.3721527418338234,0.2899209137961369,0.7055532581682018,0.7193873660400126,0.01383410787181083,0.4369993608029183,0.290905862930417,-0.1460934978725013,0.712153079710145,0.7954840382379822,0.25373912680658633
DRIAMS-A,DRIAMS-B,Staphylococcus epidermidis,Cefepime,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Cefepime,4261,220,3006,129,0.7054681999530626,0.5863636363636363,0.11910456358942634,0.8311694792233714,0.9992330012161037,0.9226214289665222,0.8059718127041214,13.249262015580628,14.077804283662276,8.242995247984123,10.731493460481817,1.301892472048467,0.7054681999530626,0.7681818181818182,0.08201259588791139,0.365510675341121,0.28349807945320965,0.705721112548971,0.7241904456043122,0.018469333055341264,0.436978858982672,0.29292663386271284,-0.1440522251199592,0.7131473894463024,0.8002429000669679,0.25547671213816814
DRIAMS-A,DRIAMS-B,Staphylococcus epidermidis,Oxacillin,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Oxacillin,4664,220,3324,129,0.7126929674099486,0.5863636363636363,0.12632933104631228,0.8227436823104692,0.9994717760798378,0.8974229097366333,0.796219232488808,13.085826600466952,13.719141539010135,8.165518407337048,10.6172701402144,1.3002567149532545,0.7126929674099486,0.8,0.09718755424419638,0.35792512922174624,0.26073757497754985,0.7130062973132862,0.7528117941179658,0.039805496804679597,0.4289265433614199,0.2723891504422901,-0.15653739291912977,0.720480165366035,0.7946118089889899,0.24394728137587313
DRIAMS-A,DRIAMS-C,Escherichia coli,Cefepime,DRIAMS-A->DRIAMS-C|Escherichia coli|Cefepime,4890,622,839,126,0.17157464212678936,0.20257234726688103,0.030997705140091675,1.1806660049285438,0.9921129807534242,0.510299563407898,0.6352050586154934,10.800730241159233,11.075490736578056,8.362169704076459,9.637634180136432,1.1525279348777386,0.17157464212678936,0.008038585209003215,0.03161085464783676,0.1373383775218422,0.10572752287400544,0.17135139280121522,0.04690880140015733,-0.1244425914010579,0.36936519090024034,0.08903912933714207,-0.28032606156309825,0.6730222734254993,0.43853546211722066,0.16916432335260484
