strategy,n_transfers,mean,median,ci_low,ci_high
always_random,20,0.5480881183890156,0.5393959505100588,0.4485221740783198,0.6507338925859387
always_hybrid,20,0.5484592606091567,0.5345225260898001,0.4501499217672027,0.6495717179475429
selective_policy_v2,20,0.5504226074005968,0.5393959505100588,0.4515246891336681,0.6520848786158217
oracle_random_hybrid,20,0.5507306097243581,0.5393959505100588,0.451767647972888,0.6524706882818865
