method,k,n_local_models,fraction_local,auroc,prauc,brier,slope,n,positives,prevalence
query_specific_local_lgbm,400,100,0.13550135501355012,0.6919200755852609,0.1552061729680867,0.05859529348548346,0.3313052401486058,738,41,0.05555555555555555
