esik,uygunsuz,gereksiz_genis,uygunsuz_referans,mutlak_azalma,bagil_azalma,agirlikli_maliyet,referans_maliyet,site,kol,rep
0.2,0.10163934426229508,0.09508196721311475,0.16393442622950818,0.0622950819672131,0.37999999999999995,0.11590163934426229,0.16393442622950818,DRIAMS-C,kalibre,1
0.05,0.01639344262295082,0.639344262295082,0.16393442622950818,0.14754098360655737,0.9,0.11229508196721312,0.16393442622950818,DRIAMS-C,kalibre,2
0.1,0.03934426229508197,0.36721311475409835,0.16393442622950818,0.1245901639344262,0.7599999999999999,0.09442622950819672,0.16393442622950818,DRIAMS-C,kalibre,2
0.2,0.09508196721311475,0.16393442622950818,0.16393442622950818,0.06885245901639343,0.42,0.11967213114754098,0.16393442622950818,DRIAMS-C,kalibre,2
0.05,0.0,0.8360655737704918,0.16393442622950818,0.16393442622950818,1.0,0.12540983606557377,0.16393442622950818,DRIAMS-C,kalibre,3
0.1,0.0,0.8131147540983606,0.16393442622950818,0.16393442622950818,1.0,0.12196721311475409,0.16393442622950818,DRIAMS-C,kalibre,3
0.2,0.05901639344262295,0.3114754098360656,0.16393442622950818,0.10491803278688523,0.64,0.10573770491803279,0.16393442622950818,DRIAMS-C,kalibre,3
0.05,0.01639344262295082,0.6950819672131148,0.16393442622950818,0.14754098360655737,0.9,0.12065573770491804,0.16393442622950818,DRIAMS-C,kalibre,4
0.1,0.04590163934426229,0.3901639344262295,0.16393442622950818,0.11803278688524589,0.72,0.10442622950819672,0.16393442622950818,DRIAMS-C,kalibre,4
0.2,0.09836065573770492,0.09180327868852459,0.16393442622950818,0.06557377049180327,0.39999999999999997,0.1121311475409836,0.16393442622950818,DRIAMS-C,kalibre,4
0.05,0.006535947712418301,0.7516339869281046,0.16666666666666666,0.16013071895424835,0.9607843137254901,0.11928104575163398,0.16666666666666666,DRIAMS-C,kalibre,5
0.1,0.0392156862745098,0.48366013071895425,0.16666666666666666,0.12745098039215685,0.7647058823529411,0.11176470588235293,0.16666666666666666,DRIAMS-C,kalibre,5
0.2,0.10130718954248366,0.19281045751633988,0.16666666666666666,0.065359477124183,0.392156862745098,0.13022875816993465,0.16666666666666666,DRIAMS-C,kalibre,5
0.05,0.006535947712418301,0.738562091503268,0.16666666666666666,0.16013071895424835,0.9607843137254901,0.11732026143790851,0.16666666666666666,DRIAMS-C,kalibre,6
0.1,0.049019607843137254,0.4803921568627451,0.16666666666666666,0.11764705882352941,0.7058823529411765,0.121078431372549,0.16666666666666666,DRIAMS-C,kalibre,6
0.2,0.09477124183006536,0.11437908496732026,0.16666666666666666,0.0718954248366013,0.4313725490196078,0.11192810457516339,0.16666666666666666,DRIAMS-C,kalibre,6
0.05,0.01639344262295082,0.7344262295081967,0.16393442622950818,0.14754098360655737,0.9,0.12655737704918033,0.16393442622950818,DRIAMS-C,kalibre,7
0.1,0.05573770491803279,0.4557377049180328,0.16393442622950818,0.1081967213114754,0.6599999999999999,0.1240983606557377,0.16393442622950818,DRIAMS-C,kalibre,7
0.2,0.07540983606557378,0.15081967213114755,0.16393442622950818,0.08852459016393441,0.5399999999999999,0.09803278688524591,0.16393442622950818,DRIAMS-C,kalibre,7
0.05,0.00980392156862745,0.7320261437908496,0.16666666666666666,0.1568627450980392,0.9411764705882353,0.1196078431372549,0.16666666666666666,DRIAMS-C,kalibre,8
0.1,0.049019607843137254,0.4215686274509804,0.16666666666666666,0.11764705882352941,0.7058823529411765,0.1122549019607843,0.16666666666666666,DRIAMS-C,kalibre,8
0.2,0.09803921568627451,0.13725490196078433,0.16666666666666666,0.06862745098039215,0.4117647058823529,0.11862745098039215,0.16666666666666666,DRIAMS-C,kalibre,8
0.05,0.0196078431372549,0.7058823529411765,0.16666666666666666,0.14705882352941174,0.8823529411764705,0.12549019607843137,0.16666666666666666,DRIAMS-C,kalibre,9
0.1,0.058823529411764705,0.4477124183006536,0.16666666666666666,0.10784313725490195,0.6470588235294118,0.12598039215686274,0.16666666666666666,DRIAMS-C,kalibre,9
0.2,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.1361111111111111,0.16666666666666666,DRIAMS-C,kalibre,9
0.05,0.07213114754098361,0.21639344262295082,0.16393442622950818,0.09180327868852457,0.5599999999999999,0.10459016393442623,0.16393442622950818,DRIAMS-C,havuz,0
0.1,0.09836065573770492,0.13114754098360656,0.16393442622950818,0.06557377049180327,0.39999999999999997,0.1180327868852459,0.16393442622950818,DRIAMS-C,havuz,0
0.2,0.1180327868852459,0.06885245901639345,0.16393442622950818,0.04590163934426228,0.2799999999999999,0.12836065573770492,0.16393442622950818,DRIAMS-C,havuz,0
0.05,0.06885245901639345,0.2098360655737705,0.16393442622950818,0.09508196721311474,0.58,0.10032786885245902,0.16393442622950818,DRIAMS-C,havuz,1
0.1,0.08524590163934426,0.12459016393442623,0.16393442622950818,0.07868852459016393,0.48,0.10393442622950819,0.16393442622950818,DRIAMS-C,havuz,1
