strategy,n_transfers,mean,median,ci_low,ci_high
always_random,20,0.5516693556001193,0.5484162839436872,0.4518466510340623,0.6543373596513348
always_hybrid,20,0.5534544956949164,0.5488519700186103,0.4553597804657324,0.6536471635167772
selective_policy_v2,20,0.555322700740778,0.5484162839436872,0.45654049680422215,0.6564596010885716
oracle_random_hybrid,20,0.5561212634667166,0.5521182881277064,0.45737583671937115,0.6570513857580906
