predictor,outcome,n,spearman_rho,spearman_ci_low,spearman_ci_high,spearman_p,pearson_r,pearson_ci_low,pearson_ci_high,pearson_p,abs_rho
domain_auc_svd,mean_delta_prauc,20,-0.7834586466165413,-0.902956785443518,-0.4992271646424773,4.3922273946921195e-05,-0.8576399175923,-0.9507776064623993,-0.6869635151369983,1.344629680204913e-06,0.7834586466165413
source_internal_diversity,mean_delta_prauc,20,0.7092892566285046,0.34344227492958973,0.9014404852160729,0.00046182689966492424,0.45338388453558565,0.1737954850752119,0.8555998370976708,0.04467580364124306,0.7092892566285046
centroid_distance_svd,mean_delta_prauc,20,-0.6556390977443608,-0.8404285610429894,-0.27767333488435114,0.0016983661049514527,-0.7374082560915404,-0.8675500939027913,-0.5428811424811395,0.00020723400729962983,0.6556390977443608
covariance_distance_svd,mean_delta_prauc,20,-0.6180451127819548,-0.8035326912331061,-0.24393016778985024,0.00368141885685964,-0.7257426210046657,-0.895029557613459,-0.43013084633719956,0.00029231754179533147,0.6180451127819548
source_to_target_nn_distance,mean_delta_prauc,20,-0.593984962406015,-0.8012217794715565,-0.16067860210678636,0.005754247539586489,-0.6759878334790864,-0.8370870208299528,-0.46206062815629845,0.001068587153912471,0.593984962406015
source_only_auroc_mean,mean_delta_prauc,20,-0.5112781954887218,-0.7600668591003147,-0.11616871689569484,0.02122064413322479,-0.3888468477463172,-0.6883490653993163,-0.06965042721681111,0.09018156909668353,0.5112781954887218
