source,target,species,drug,budget_n,metric,n_pairs,hybrid_mean,random_mean,delta_mean,delta_ci_low,delta_ci_high,significant
DRIAMS-A,DRIAMS-C,Escherichia coli,Ciprofloxacin,50,brier,50,0.1125135149059402,0.1135351882660658,-0.0010216733601255,-0.0019987239474217,-1.3196545973371506e-05,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Ciprofloxacin,50,selected_pos,50,16.16,11.22,4.94,3.84,6.04,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,20,auroc,50,0.5934641714082504,0.5928818456614509,0.0005823257467994,-0.0050351506934566,0.0062692923186344,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,20,prauc,50,0.4227899067235601,0.4232219465471963,-0.0004320398236363,-0.006774411872382,0.0056923579185249,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,20,brier,50,0.2346034132401684,0.2339841581387177,0.0006192551014507,-0.0010325807875386,0.0023202865730744,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,20,selected_pos,50,7.08,6.9,0.18,-0.52,0.92,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,30,auroc,50,0.5959832859174964,0.5957267958748222,0.0002564900426742,-0.0054006823435277,0.0057949190967283,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,30,prauc,50,0.4261587811610268,0.4244967742343191,0.0016620069267076,-0.0050449907292089,0.0081406840372605,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,30,brier,50,0.2339970515594823,0.2334098956491345,0.0005871559103477,-0.0009931741568596,0.0021693203876733,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,30,selected_pos,50,10.62,10.5,0.12,-0.6604999999999999,0.92,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,50,auroc,50,0.5998390825035562,0.6053729551920342,-0.0055338726884779,-0.0111004511913228,0.0001757645803698,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,50,prauc,50,0.4287348172622054,0.4319538348302839,-0.0032190175680784,-0.0106324958086646,0.0040422271236142,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,50,brier,50,0.2333819139509423,0.2311068083181279,0.0022751056328144,0.0005566037988681,0.0038949920556194,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Cotrimoxazole,50,selected_pos,50,18.44,16.66,1.78,0.76,2.84,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,20,auroc,50,0.7866140457397287,0.7861040275247926,0.0005100182149362,-0.0042097753491196,0.0052604735883424,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,20,prauc,50,0.7084958395075956,0.7039515236719883,0.004544315835607,0.0002686323374685,0.0088862101922882,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,20,brier,50,0.1480637585799108,0.1507440925025994,-0.0026803339226884,-0.0042115681093934,-0.0012734881173013,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,20,selected_pos,50,9.66,5.4,4.26,3.48,5.08,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,30,auroc,50,0.7858672333535721,0.7832422586520947,0.0026249747014774,-0.002046195102206,0.0073831208257437,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,30,prauc,50,0.7067136578392693,0.7028507240792997,0.0038629337599695,-0.0013917309512583,0.0091052537761902,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,30,brier,50,0.1490150673049281,0.1510229913047607,-0.0020079239998325,-0.0034965251417164,-0.0005726795163277,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,30,selected_pos,50,12.64,8.44,4.2,3.36,5.08,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,50,auroc,50,0.7915927949807731,0.7844039668083385,0.0071888281724347,0.0026492106860959,0.0117467617891115,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,50,prauc,50,0.7088101005680705,0.7027818636940046,0.0060282368740658,0.0014285528453403,0.0107293294135695,True
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,50,brier,50,0.1513152297893246,0.1524253572075528,-0.0011101274182282,-0.0025575134824147,0.0003389216374387,False
DRIAMS-A,DRIAMS-C,Escherichia coli,Norfloxacin,50,selected_pos,50,16.82,13.4,3.42,2.46,4.38,True
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,20,auroc,50,0.610925583117364,0.6045279526101445,0.0063976305072195,-0.0026335616438356,0.0155054609403924,False
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,20,prauc,50,0.3195465422642652,0.3090656710663438,0.0104808711979213,-0.0043779465859904,0.0257666929175567,False
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,20,brier,50,0.177954388162086,0.1790254262700463,-0.0010710381079602,-0.0027778628181054,0.000628182260419,False
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,20,selected_pos,50,5.86,3.84,2.02,1.42,2.6,True
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,30,auroc,50,0.6227027027027028,0.6036467974824139,0.0190559052202887,0.0076080155497963,0.0303371899296556,True
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,30,prauc,50,0.3344043240217491,0.3133469823975826,0.0210573416241665,0.0079069290294857,0.0336875245475341,True
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,30,brier,50,0.1771333295139773,0.17860188765838,-0.0014685581444026,-0.002903925157887,-6.45705364060926e-05,True
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,30,selected_pos,50,7.34,6.32,1.02,0.22,1.82,True
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,50,auroc,50,0.6397149203998519,0.6253720844131803,0.0143428359866716,0.0037502776749352,0.0248651425398,True
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,50,prauc,50,0.354274961680383,0.3383878100501135,0.0158871516302695,0.0009505368213219,0.0305655228431675,True
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,50,brier,50,0.1766665289318825,0.1776572975144802,-0.0009907685825977,-0.0024447509233709,0.0005213174951511,False
DRIAMS-A,DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,50,selected_pos,50,11.2,9.22,1.98,1.16,2.78,True
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,20,auroc,50,0.5405571428571428,0.5476357142857143,-0.0070785714285714,-0.02168625,0.0084582142857142,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,20,prauc,50,0.4331015272937823,0.4340502572297253,-0.0009487299359429,-0.0177983386447482,0.0154150528892992,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,20,brier,50,0.3263924097663356,0.3260212194267128,0.0003711903396228,-0.002592587582724,0.0032862780703513,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,20,selected_pos,50,7.1,7.06,0.04,-0.6,0.68,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,30,auroc,50,0.5476500000000001,0.5507785714285715,-0.0031285714285714,-0.0167714285714285,0.0102078571428571,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,30,prauc,50,0.4480174328536999,0.4427038843143119,0.0053135485393879,-0.0107025304340668,0.0208690428273481,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,30,brier,50,0.3216853901400848,0.322225984205571,-0.0005405940654862,-0.0044766492501061,0.003502150520592,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,30,selected_pos,50,11.36,10.86,0.5,-0.22,1.22,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,50,auroc,50,0.5576500000000001,0.5568214285714287,0.0008285714285714,-0.0106080357142857,0.0127217857142857,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,50,prauc,50,0.4602191480774835,0.4468768684674186,0.0133422796100648,-0.0027026982438794,0.0290005070066846,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,50,brier,50,0.3160277333295037,0.3182023956641056,-0.0021746623346019,-0.0055975930782532,0.0013336672969207,False
DRIAMS-A,DRIAMS-C,Proteus mirabilis,Cotrimoxazole,50,selected_pos,50,18.92,18.88,0.04,-0.74,0.84,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,20,auroc,50,0.5987731307154384,0.5860627577550654,0.0127103729603729,0.0046024273803119,0.0213965460821229,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,20,prauc,50,0.2133868869433409,0.2034089712674728,0.009977915675868,0.0019513830109064,0.0182335333075673,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,20,brier,50,0.11744498751332,0.1179295023892761,-0.0004845148759561,-0.00082819246006,-0.0001521194820854,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,20,selected_pos,50,4.34,2.1,2.24,1.68,2.78,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,30,auroc,50,0.6056891698045545,0.5902620136273983,0.0154271561771561,0.0077353527882373,0.0226990194100771,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,30,prauc,50,0.2213654023319763,0.2099153023438271,0.0114500999881492,0.003248416882135,0.0194358008634565,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,30,brier,50,0.1172178791646771,0.1174039894897515,-0.0001861103250743,-0.0006003266531331,0.000217390610644,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,30,selected_pos,50,5.68,4.1,1.58,0.96,2.18,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,50,auroc,50,0.6144839967724584,0.5932507620584544,0.0212332347140039,0.0099767191142191,0.0329150551371705,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,50,prauc,50,0.2358907236521065,0.2134203775953664,0.0224703460567401,0.0127639413424921,0.0327154688008308,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,50,brier,50,0.1164337385834407,0.1173652115274154,-0.0009314729439747,-0.0013519278109712,-0.0004965171048828,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Clindamycin,50,selected_pos,50,9.64,6.06,3.58,2.76,4.36,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,20,auroc,50,0.729067303294733,0.7291531175050671,-8.581421033399428e-05,-0.0039206975670155,0.0037512736445854,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,20,prauc,50,0.8921082869545346,0.8908002092338116,0.0013080777207229,-0.000805004002141,0.0034829423510096,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,20,brier,50,0.1981435512318168,0.1982448479165062,-0.0001012966846894,-0.001922491986019,0.0017557248245606,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,20,selected_pos,50,10.76,15.38,-4.62,-5.38,-3.88,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,30,auroc,50,0.7308387938309182,0.7288047101071976,0.0020340837237206,-0.0027566766863935,0.006703947513541,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,30,prauc,50,0.8927711607453958,0.8914536479570287,0.0013175127883671,-0.0014025499311663,0.0039737119255919,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,30,brier,50,0.1969471122457259,0.1967711122290095,0.0001760000167164,-0.0016285369507468,0.0019449529009248,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,30,selected_pos,50,15.84,22.06,-6.22,-7.1,-5.34,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,50,auroc,50,0.7301404380078027,0.7291811849950536,0.0009592530127489,-0.004154184098652,0.0058795864576634,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,50,prauc,50,0.8922939282218849,0.8922245523442133,6.937587767153586e-05,-0.0022845180220498,0.0023867792272992,False
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,50,brier,50,0.1939029847269255,0.1972440107422115,-0.003341026015286,-0.0053215075281865,-0.0013456334614548,True
DRIAMS-A,DRIAMS-C,Staphylococcus aureus,Penicillin,50,selected_pos,50,26.46,38.04,-11.58,-12.72,-10.479500000000009,True
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,20,auroc,50,0.5235588578088578,0.5132190245651783,0.0103398332436793,-0.0014194033530572,0.0220335742782858,False
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,20,prauc,50,0.1458987852112232,0.1462534329768609,-0.0003546477656377,-0.0086369108632838,0.0070090298595331,False
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,20,brier,50,0.1214413192142211,0.1212503115725464,0.0001910076416747,3.7096339487889845e-05,0.0004105291398154,True
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,20,selected_pos,50,3.14,2.66,0.48,-0.0404999999999998,1.02,False
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,30,auroc,50,0.5370290030482339,0.523013492917339,0.0140155101308947,0.0006189382732652,0.0270660615025999,True
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,30,prauc,50,0.1529615731558833,0.1479396340980185,0.0050219390578648,-0.0030626862487983,0.0125736762382445,False
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,30,brier,50,0.1213682461601725,0.1214283088729191,-6.006271274663494e-05,-0.0001905818045853,5.808881500306933e-05,False
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,30,selected_pos,50,4.94,3.38,1.56,0.94,2.1404999999999927,True
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,50,auroc,50,0.5334908104715798,0.5168916980455441,0.0165991124260355,0.0017453178232024,0.0308635657611619,True
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,50,prauc,50,0.156657416914338,0.1483483033465326,0.0083091135678054,-0.0003274960513232,0.0169668190916575,False
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,50,brier,50,0.1214500447721264,0.1213389732013327,0.0001110715707937,1.618905558649162e-05,0.0002174659905732,True
DRIAMS-B,DRIAMS-C,Staphylococcus aureus,Clindamycin,50,selected_pos,50,7.1,6.28,0.82,0.06,1.54,True
