budget_n,transfer_id,policy_choice,oracle_choice,predicted_delta_prauc,observed_delta_prauc,prauc_random,prauc_hybrid,prauc_policy,prauc_oracle,regret_prauc
20,DRIAMS-A->DRIAMS-B|Escherichia coli|Amoxicillin-Clavulanic acid,random,random,-0.0006992433259907,-0.0072652944238296,0.5217780138554258,0.514512719431596,0.5217780138554258,0.5217780138554258,0.0
20,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Amoxicillin-Clavulanic acid,random,random,-0.0034265759348141,-0.0068875210243776,0.8086231366051411,0.8017356155807634,0.8086231366051411,0.8086231366051411,0.0
20,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Cefepime,random,random,-0.0036500262263901,-0.0054611231979123,0.8063753058239068,0.8009141826259945,0.8063753058239068,0.8063753058239068,0.0
20,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Ciprofloxacin,random,hybrid,-0.0043746415083241,0.0029724364314139,0.9195687269094992,0.9225411633409134,0.9195687269094992,0.9225411633409134,0.002972436431414
20,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Clindamycin,random,random,-0.0032169567208647,-0.008814432305745,0.630054685366843,0.6212402530610979,0.630054685366843,0.630054685366843,0.0
20,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Erythromycin,random,random,-0.0038665162732098,-0.0024815544166876,0.5570138871646919,0.5545323327480043,0.5570138871646919,0.5570138871646919,0.0
20,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Fusidic acid,random,random,-0.003184041410456,-0.0061791210004867,0.6899989886390611,0.6838198676385743,0.6899989886390611,0.6899989886390611,0.0
20,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis|Oxacillin,random,random,-0.0033214016232298,-0.0047956781255374,0.8084384624907847,0.8036427843652473,0.8084384624907847,0.8084384624907847,0.0
20,DRIAMS-A->DRIAMS-C|Escherichia coli|Amoxicillin-Clavulanic acid,hybrid,random,0.0051938975977118,-0.0018068402842357,0.3403446406436144,0.3385378003593786,0.3385378003593786,0.3403446406436144,0.0018068402842357
20,DRIAMS-A->DRIAMS-C|Escherichia coli|Cefepime,hybrid,hybrid,0.0032364626697984,0.0008703953505124,0.4336368981617194,0.434507293512232,0.434507293512232,0.434507293512232,0.0
20,DRIAMS-A->DRIAMS-C|Escherichia coli|Ceftazidime,hybrid,hybrid,0.0028413943026836,0.0116636326718043,0.3043665685462357,0.3160302012180401,0.3160302012180401,0.3160302012180401,0.0
20,DRIAMS-A->DRIAMS-C|Escherichia coli|Ceftriaxone,hybrid,hybrid,0.0023663044855436,0.0109172853811356,0.3483973062266501,0.3593145916077858,0.3593145916077858,0.3593145916077858,0.0
20,DRIAMS-A->DRIAMS-C|Escherichia coli|Ciprofloxacin,hybrid,hybrid,0.0041723360396236,0.0001148964418653,0.6824137353533398,0.6825286317952052,0.6825286317952052,0.6825286317952052,0.0
20,DRIAMS-A->DRIAMS-C|Escherichia coli|Cotrimoxazole,hybrid,random,0.0041157217761945,-0.0004320398236363,0.4232219465471963,0.42278990672356,0.42278990672356,0.4232219465471963,0.0004320398236363
20,DRIAMS-A->DRIAMS-C|Escherichia coli|Norfloxacin,hybrid,hybrid,0.0099518556168379,0.004544315835607,0.7039515236719883,0.7084958395075954,0.7084958395075954,0.7084958395075954,0.0
20,DRIAMS-A->DRIAMS-C|Klebsiella pneumoniae|Cotrimoxazole,hybrid,hybrid,0.0043110974523808,0.0104808711979213,0.3090656710663437,0.3195465422642652,0.3195465422642652,0.3195465422642652,0.0
20,DRIAMS-A->DRIAMS-C|Proteus mirabilis|Cotrimoxazole,hybrid,random,0.0044323190655416,-0.0009487299359429,0.4340502572297253,0.4331015272937823,0.4331015272937823,0.4340502572297253,0.000948729935943
20,DRIAMS-A->DRIAMS-C|Staphylococcus aureus|Clindamycin,hybrid,hybrid,0.0013800268753242,0.009977915675868,0.2034089712674728,0.2133868869433408,0.2133868869433408,0.2133868869433408,0.0
20,DRIAMS-A->DRIAMS-C|Staphylococcus aureus|Penicillin,hybrid,hybrid,0.0024356916085994,0.0013080777207229,0.8908002092338115,0.8921082869545346,0.8921082869545346,0.8921082869545346,0.0
