cluster,js_divergence,auroc,prauc,brier,slope,n,positives,prevalence
1,0.33910023499679465,0.6276595744680852,0.07670454545454546,0.040814261578476896,0.09282008311291289,49,2,0.04081632653061224
3,0.33910023499679465,0.8620000000000001,0.2727969348659004,0.044138930908823266,0.4944839094943357,129,4,0.031007751937984496
