rep,yontem,n_unlab,reg,reg_cl,auroc,prauc,egim,dom_once,dom_sonra
4,sinkhorn_l1l2,492,0.05,1.0,0.6084516342027071,0.07548495981426852,0.21411690179149753,0.9891056910569105,0.9980243902439023
4,sinkhorn_l1l2,492,0.5,0.1,0.6147243314625289,0.11050181524435132,0.2694040719796706,0.9891056910569105,0.9981585365853658
4,sinkhorn_l1l2,492,0.5,1.0,0.6335424232419941,0.12719225555028443,0.29726822083987187,0.9891056910569105,0.9979268292682927
4,svd_none,492,,,0.657312644437108,0.1069735100616228,0.30563410474099917,0.988760162601626,0.988760162601626
4,sinkhorn,492,0.05,,0.6190161769560911,0.10741062067690203,0.33367746510276025,0.988760162601626,0.9612947154471545
4,sinkhorn,492,0.5,,0.45427533839551004,0.05261628872966366,-0.13995781932801257,0.988760162601626,1.0
4,sinkhorn_l1l2,492,0.05,0.1,0.5500165070980522,0.08910349910109126,0.15590266078268702,0.988760162601626,0.9982317073170731
4,sinkhorn_l1l2,492,0.05,1.0,0.6289204357873885,0.0969610021580159,0.3051844483902866,0.988760162601626,0.9980284552845529
4,sinkhorn_l1l2,492,0.5,0.1,0.6170353251898316,0.10508183241837021,0.24701524316333448,0.988760162601626,0.9980121951219512
4,sinkhorn_l1l2,492,0.5,1.0,0.5836909871244635,0.14936771519811087,0.22523964403369104,0.988760162601626,0.9979512195121951
5,raw6000,-1,,,0.6317733990147784,0.11150719600725677,0.19606444671867143,,
5,svd_none,100,,,0.5070812807881773,0.12240806938968513,0.12855425650515648,0.98144,0.98144
5,sinkhorn,100,0.05,,0.49784482758620685,0.062491998552286605,-0.048646190253944774,0.98144,0.9166099999999999
5,sinkhorn,100,0.5,,0.3195812807881773,0.041588978267296905,-0.44213266438746013,0.98144,0.99978
5,sinkhorn_l1l2,100,0.05,0.1,0.6237684729064039,0.16703820617643292,0.26361952135716665,0.98144,0.9936799999999999
5,sinkhorn_l1l2,100,0.05,1.0,0.6539408866995075,0.11924089862258873,0.3445771621561661,0.98144,0.99374
5,sinkhorn_l1l2,100,0.5,0.1,0.6139162561576355,0.11232900928744415,0.22495794328023172,0.98144,0.99404
5,sinkhorn_l1l2,100,0.5,1.0,0.5698891625615764,0.1036115020847169,0.1908903800231418,0.98144,0.9944
5,svd_none,250,,,0.5625,0.11402994190801709,0.18392148970356234,0.98688,0.98688
5,sinkhorn,250,0.05,,0.417179802955665,0.04920345583226925,-0.22119708979632272,0.98688,0.950088
5,sinkhorn,250,0.5,,0.395012315270936,0.04741428651844369,-0.2644325001541763,0.98688,1.0
5,sinkhorn_l1l2,250,0.05,0.1,0.499692118226601,0.0719652523258103,-0.004007405174250536,0.98688,0.996312
5,sinkhorn_l1l2,250,0.05,1.0,0.5018472906403941,0.08784141089285775,0.04925025538396221,0.98688,0.996448
5,sinkhorn_l1l2,250,0.5,0.1,0.5689655172413792,0.08616548462398226,0.10925730216111812,0.98688,0.996536
5,sinkhorn_l1l2,250,0.5,1.0,0.5304802955665024,0.09177701402817381,0.09651197774130475,0.98688,0.996472
5,svd_none,492,,,0.6031403940886699,0.1258352735527087,0.27033165906336126,0.9895081300813009,0.9895081300813009
