rep,scenario,budget_fraction,adapt_n,adapt_pos,test_n,test_pos,auroc,prauc,brier,slope,n,positives,prevalence
13,target_only,0.2,74,7,369,20,0.5744985673352435,0.07013289406137532,0.054180260022869735,0.13413158012772436,369,20,0.05420054200542006
13,source_plus_target,0.2,74,7,369,20,0.6964183381088825,0.2397218433685801,0.04830852399464189,0.39814547010277546,369,20,0.05420054200542006
13,target_only,0.5,184,13,369,20,0.582378223495702,0.09716572998718775,0.054176782124536825,0.19610941771924392,369,20,0.05420054200542006
13,source_plus_target,0.5,184,13,369,20,0.7075931232091691,0.23548731977668474,0.04933238775698481,0.47611205622044195,369,20,0.05420054200542006
13,target_only,1.0,369,21,369,20,0.5696275071633238,0.0746193730162878,0.0541939606239,0.13998959588127002,369,20,0.05420054200542006
13,source_plus_target,1.0,369,21,369,20,0.7326647564469914,0.28046482796220734,0.0482391293038385,0.526514915584049,369,20,0.05420054200542006
14,source_only,0.0,0,0,369,21,0.774904214559387,0.246428708477725,0.05111675374172862,0.5043621810039878,369,21,0.056910569105691054
14,target_only,0.01,10,2,369,21,0.5,0.056910569105691054,0.07414634146341463,1.332091345660095,369,21,0.056910569105691054
14,source_plus_target,0.01,10,2,369,21,0.770935960591133,0.23373581440729982,0.05476574175128859,0.4676749611702295,369,21,0.056910569105691054
14,target_only,0.025,10,3,369,21,0.5,0.056910569105691054,0.11276422764227646,1.3845122570631951,369,21,0.056910569105691054
14,source_plus_target,0.025,10,3,369,21,0.7690202517788725,0.182248250518546,0.05785798145419841,0.45495066783150834,369,21,0.056910569105691054
14,target_only,0.05,18,2,369,21,0.5,0.056910569105691054,0.056609454983438744,1.0965274385949093,369,21,0.056910569105691054
14,source_plus_target,0.05,18,2,369,21,0.7627257799671593,0.20322370817793528,0.05170724871195904,0.5021927727776179,369,21,0.056910569105691054
14,target_only,0.1,37,4,369,21,0.5,0.056910569105691054,0.05629294422966144,1.086462625129968,369,21,0.056910569105691054
14,source_plus_target,0.1,37,4,369,21,0.7512315270935961,0.2286257336494023,0.05177241201514338,0.4507092292433183,369,21,0.056910569105691054
14,target_only,0.2,74,2,369,21,0.6241105637657363,0.10204066815318422,0.056904213461104344,0.4295722241167682,369,21,0.056910569105691054
14,source_plus_target,0.2,74,2,369,21,0.8029556650246304,0.2349307077736089,0.050818956647509426,0.5251878584945994,369,21,0.056910569105691054
14,target_only,0.5,184,10,369,21,0.5217569786535303,0.06170884766145871,0.05690557111610707,0.027859633842809695,369,21,0.056910569105691054
14,source_plus_target,0.5,184,10,369,21,0.7899562123700055,0.30615571354974414,0.05015389716093094,0.5674046305339092,369,21,0.056910569105691054
14,target_only,1.0,369,20,369,21,0.6428571428571428,0.1301721078794289,0.05690234331097887,0.4632495756493856,369,21,0.056910569105691054
14,source_plus_target,1.0,369,20,369,21,0.811576354679803,0.35204204530190764,0.050278098503385,0.7227883536549292,369,21,0.056910569105691054
15,source_only,0.0,0,0,369,20,0.7160458452722063,0.20462368893121388,0.052511512372645834,0.39858719405282933,369,20,0.05420054200542006
15,target_only,0.01,10,2,369,20,0.5,0.05420054200542006,0.07252032520325204,1.3565759077799218,369,20,0.05420054200542006
15,source_plus_target,0.01,10,2,369,20,0.6932664756446992,0.1567420853865779,0.05686820591885856,0.33938873219057536,369,20,0.05420054200542006
15,target_only,0.025,10,2,369,20,0.5,0.05420054200542006,0.07252032520325204,1.3565759077799218,369,20,0.05420054200542006
15,source_plus_target,0.025,10,2,369,20,0.6813753581661891,0.1484047928215624,0.05466737430807354,0.32425692791815963,369,20,0.05420054200542006
15,target_only,0.05,18,3,369,20,0.5,0.05420054200542006,0.06391147244805781,1.2817446526953746,369,20,0.05420054200542006
15,source_plus_target,0.05,18,3,369,20,0.7090257879656161,0.16656412701891346,0.055472257130689165,0.36775085598397655,369,20,0.05420054200542006
15,target_only,0.1,37,2,369,20,0.5,0.05420054200542006,0.05126286471045864,0.8904807433740896,369,20,0.05420054200542006
15,source_plus_target,0.1,37,2,369,20,0.685243553008596,0.16937881662297266,0.053531922099082134,0.3311053985493998,369,20,0.05420054200542006
15,target_only,0.2,74,2,369,20,0.5369627507163324,0.06217095929655644,0.05419550866419337,0.0714760129597177,369,20,0.05420054200542006
15,source_plus_target,0.2,74,2,369,20,0.719484240687679,0.16203284069060794,0.05335818391960044,0.3831281874526816,369,20,0.05420054200542006
15,target_only,0.5,184,10,369,20,0.545272206303725,0.07167791643210408,0.05418124028275958,0.08626061758069968,369,20,0.05420054200542006
15,source_plus_target,0.5,184,10,369,20,0.7401146131805157,0.21806945058686558,0.04968831287436916,0.4902573120229326,369,20,0.05420054200542006
15,target_only,1.0,369,21,369,20,0.6163323782234957,0.10409437360009802,0.054187937829880434,0.30361338757266443,369,20,0.05420054200542006
15,source_plus_target,1.0,369,21,369,20,0.7703438395415473,0.28780247495565353,0.048012648241363975,0.5889721616068807,369,20,0.05420054200542006
16,source_only,0.0,0,0,369,20,0.6289398280802293,0.0957008541298352,0.06341269023888953,0.199050955488341,369,20,0.05420054200542006
16,target_only,0.01,10,2,369,20,0.5,0.05420054200542006,0.07252032520325204,1.356575907779922,369,20,0.05420054200542006
16,source_plus_target,0.01,10,2,369,20,0.6785100286532951,0.12396105937239447,0.05849323663010921,0.2839342025793697,369,20,0.05420054200542006
16,target_only,0.025,10,2,369,20,0.5,0.05420054200542006,0.07252032520325204,1.356575907779922,369,20,0.05420054200542006
16,source_plus_target,0.025,10,2,369,20,0.6694842406876791,0.11373149000362552,0.058683013550897535,0.2837314322947828,369,20,0.05420054200542006
16,target_only,0.05,18,2,369,20,0.5,0.05420054200542006,0.0545016561276724,1.116652962802669,369,20,0.05420054200542006
16,source_plus_target,0.05,18,2,369,20,0.6770773638968481,0.11436684653760275,0.060087048510034456,0.277973952610576,369,20,0.05420054200542006
16,target_only,0.1,37,3,369,20,0.5,0.05420054200542006,0.051985406632736895,1.0069306484167524,369,20,0.05420054200542006
16,source_plus_target,0.1,37,3,369,20,0.6366762177650429,0.11827115440592702,0.05530633621295219,0.24525314887727465,369,20,0.05420054200542006
16,target_only,0.2,74,6,369,20,0.5832378223495702,0.08373331488467935,0.05417369147008712,0.19124518093490056,369,20,0.05420054200542006
16,source_plus_target,0.2,74,6,369,20,0.6806590257879657,0.15274647899968335,0.05179966053238307,0.3574988558174464,369,20,0.05420054200542006
16,target_only,0.5,184,9,369,20,0.7319484240687679,0.13631810924885873,0.05418999061217188,0.5762835494516675,369,20,0.05420054200542006
16,source_plus_target,0.5,184,9,369,20,0.666189111747851,0.13247959264883244,0.053728030392059846,0.3045630845135882,369,20,0.05420054200542006
16,target_only,1.0,369,21,369,20,0.5574498567335243,0.11249698917380864,0.05418636973903307,0.17277851487090845,369,20,0.05420054200542006
16,source_plus_target,1.0,369,21,369,20,0.6575931232091691,0.15282997810944493,0.05225233066068596,0.3700306457529472,369,20,0.05420054200542006
17,source_only,0.0,0,0,369,20,0.6111747851002866,0.17026211542397324,0.05724223077114979,0.2204030958860645,369,20,0.05420054200542006
17,target_only,0.01,10,4,369,20,0.5,0.05420054200542006,0.17084010840108407,0.9951853409413904,369,20,0.05420054200542006
17,source_plus_target,0.01,10,4,369,20,0.6285100286532952,0.14181855323239778,0.05664454302796752,0.23204786539762318,369,20,0.05420054200542006
17,target_only,0.025,10,2,369,20,0.5,0.05420054200542006,0.07252032520325204,1.3565759077799215,369,20,0.05420054200542006
17,source_plus_target,0.025,10,2,369,20,0.6257879656160459,0.14836880487352716,0.056217176170481276,0.233614977343699,369,20,0.05420054200542006
17,target_only,0.05,18,3,369,20,0.5,0.05420054200542006,0.06391147244805781,1.2817446526953746,369,20,0.05420054200542006
17,source_plus_target,0.05,18,3,369,20,0.6333810888252149,0.13222197690467657,0.055496224051039274,0.24394495834755392,369,20,0.05420054200542006
17,target_only,0.1,37,2,369,20,0.5,0.05420054200542006,0.05126286471045864,0.8904807433740896,369,20,0.05420054200542006
17,source_plus_target,0.1,37,2,369,20,0.6438395415472778,0.1386651755265737,0.053823941458837635,0.27511569320562995,369,20,0.05420054200542006
17,target_only,0.2,74,5,369,20,0.6212034383954155,0.07792359040320848,0.054148003279574336,0.16977387578307573,369,20,0.05420054200542006
17,source_plus_target,0.2,74,5,369,20,0.6487106017191978,0.19972544183762297,0.04948306733206597,0.3409296016696299,369,20,0.05420054200542006
17,target_only,0.5,184,11,369,20,0.6620343839541547,0.16480686715371104,0.05379612072254731,0.3055427359690825,369,20,0.05420054200542006
17,source_plus_target,0.5,184,11,369,20,0.6140401146131804,0.2091209047368504,0.04946161020560686,0.3030333759793013,369,20,0.05420054200542006
17,target_only,1.0,369,21,369,20,0.5504297994269342,0.10362356789988954,0.054189072975099645,0.1613879689044436,369,20,0.05420054200542006
17,source_plus_target,1.0,369,21,369,20,0.6968481375358166,0.2353538356901265,0.04989443229305154,0.48408910470040556,369,20,0.05420054200542006
18,source_only,0.0,0,0,369,20,0.6928366762177651,0.26155718831568137,0.05175554085774973,0.391923670457299,369,20,0.05420054200542006
18,target_only,0.01,10,2,369,20,0.5,0.05420054200542006,0.07252032520325204,1.3565759077799215,369,20,0.05420054200542006
18,source_plus_target,0.01,10,2,369,20,0.6797994269340975,0.2289780284478492,0.05000474276977488,0.38087577996015154,369,20,0.05420054200542006
18,target_only,0.025,10,2,369,20,0.5,0.05420054200542006,0.07252032520325204,1.3565759077799215,369,20,0.05420054200542006
18,source_plus_target,0.025,10,2,369,20,0.6945558739255014,0.24815618871426115,0.05248471616506645,0.38561825250829923,369,20,0.05420054200542006
18,target_only,0.05,18,4,369,20,0.5,0.05420054200542006,0.07949412827461606,1.3939911154154927,369,20,0.05420054200542006
18,source_plus_target,0.05,18,4,369,20,0.7293696275071634,0.27697191100212637,0.047992705445109606,0.47619110548743643,369,20,0.05420054200542006
18,target_only,0.1,37,3,369,20,0.5,0.05420054200542006,0.051985406632736875,1.0069306484167524,369,20,0.05420054200542006
18,source_plus_target,0.1,37,3,369,20,0.6840974212034384,0.23837792586988482,0.048922479016103346,0.3792397600883958,369,20,0.05420054200542006
18,target_only,0.2,74,6,369,20,0.5958452722063037,0.09772867303002693,0.054111626528848954,0.20580068821729386,369,20,0.05420054200542006
18,source_plus_target,0.2,74,6,369,20,0.7103151862464183,0.2782658000801144,0.0456439601703642,0.47085854539640415,369,20,0.05420054200542006
18,target_only,0.5,184,11,369,20,0.6524355300859599,0.08398445848627076,0.05418842044193815,0.3216153333367028,369,20,0.05420054200542006
18,source_plus_target,0.5,184,11,369,20,0.7554441260744985,0.2904496615901733,0.04643153186275951,0.527660951701905,369,20,0.05420054200542006
18,target_only,1.0,369,21,369,20,0.6081661891117478,0.10721680094358571,0.05419205898304056,0.3877157656233593,369,20,0.05420054200542006
18,source_plus_target,1.0,369,21,369,20,0.7962750716332377,0.33958234527072045,0.047869479734139596,0.7036181985944627,369,20,0.05420054200542006
19,source_only,0.0,0,0,369,21,0.7131910235358511,0.18500416504811706,0.05521132716926967,0.389200063527585,369,21,0.056910569105691054
19,target_only,0.01,10,2,369,21,0.5,0.056910569105691054,0.07414634146341463,1.3320913456600951,369,21,0.056910569105691054
19,source_plus_target,0.01,10,2,369,21,0.7523262178434592,0.300034567022728,0.0487519478501256,0.5001700532769863,369,21,0.056910569105691054
19,target_only,0.025,10,3,369,21,0.5,0.056910569105691054,0.11276422764227646,1.3845122570631958,369,21,0.056910569105691054
19,source_plus_target,0.025,10,3,369,21,0.7743568691844553,0.24786663400548384,0.05202507212782707,0.5577410460847592,369,21,0.056910569105691054
19,target_only,0.05,18,2,369,21,0.5,0.056910569105691054,0.056609454983438744,1.0965274385949093,369,21,0.056910569105691054
19,source_plus_target,0.05,18,2,369,21,0.7331691297208539,0.22110409360907016,0.05279130187426244,0.44142686051531216,369,21,0.056910569105691054
19,target_only,0.1,37,2,369,21,0.5,0.056910569105691054,0.053679915907997644,0.8742381905362189,369,21,0.056910569105691054
19,source_plus_target,0.1,37,2,369,21,0.7579365079365079,0.22670559078846894,0.049752984857756144,0.5271418490386326,369,21,0.056910569105691054
19,target_only,0.2,74,3,369,21,0.5377668308702792,0.0824397300828049,0.05690338388274465,0.13558980248418728,369,21,0.056910569105691054
19,source_plus_target,0.2,74,3,369,21,0.7190749863163657,0.23159301642196076,0.05001696183031763,0.4647157380430613,369,21,0.056910569105691054
19,target_only,0.5,184,12,369,21,0.6314997263273125,0.09828955592941621,0.05721365175104775,0.22185003132357012,369,21,0.056910569105691054
19,source_plus_target,0.5,184,12,369,21,0.7957033388067871,0.32135194433734904,0.047789131132094466,0.6072737378450188,369,21,0.056910569105691054
19,target_only,1.0,369,20,369,21,0.5807334428024082,0.07510107490570955,0.05690539405347807,0.19798810514260876,369,21,0.056910569105691054
19,source_plus_target,1.0,369,20,369,21,0.7891351943076081,0.324319710614301,0.04949573983843727,0.6494293151734494,369,21,0.056910569105691054
