rep,scenario,budget_fraction,adapt_n,adapt_pos,test_n,test_pos,auroc,prauc,brier,slope,n,positives,prevalence
5,source_plus_target,0.5,184,8,369,20,0.6279369627507163,0.17408444617092014,0.05054638480314128,0.32515138008661176,369,20,0.05420054200542006
5,target_only,1.0,369,21,369,20,0.6747851002865329,0.1471474745299517,0.054177420641721555,0.4413865610769757,369,20,0.05420054200542006
5,source_plus_target,1.0,369,21,369,20,0.7316618911174785,0.2619396067339186,0.04830242015936268,0.5120098012304896,369,20,0.05420054200542006
6,source_only,0.0,0,0,369,20,0.6740687679083095,0.1576012464833118,0.05504128297606067,0.33209112990385564,369,20,0.05420054200542006
6,target_only,0.01,10,2,369,20,0.5,0.05420054200542006,0.07252032520325204,1.3565759077799218,369,20,0.05420054200542006
6,source_plus_target,0.01,10,2,369,20,0.6657593123209169,0.18357104639571442,0.05528015576553171,0.3206572253885603,369,20,0.05420054200542006
6,target_only,0.025,10,3,369,20,0.5,0.05420054200542006,0.11168021680216804,1.4098891342990785,369,20,0.05420054200542006
6,source_plus_target,0.025,10,3,369,20,0.6293696275071634,0.21973022620315893,0.051565611090567294,0.2805708901221393,369,20,0.05420054200542006
6,target_only,0.05,18,2,369,20,0.5,0.05420054200542006,0.0545016561276724,1.1166529628026691,369,20,0.05420054200542006
6,source_plus_target,0.05,18,2,369,20,0.6916905444126075,0.21706336834733309,0.05151233220603101,0.393190734232987,369,20,0.05420054200542006
6,target_only,0.1,37,4,369,20,0.5,0.05420054200542006,0.054168868934854446,1.1064117209121564,369,20,0.05420054200542006
6,source_plus_target,0.1,37,4,369,20,0.6755014326647565,0.16034593450745427,0.0532806279348042,0.3342314219941512,369,20,0.05420054200542006
6,target_only,0.2,74,8,369,20,0.5893982808022923,0.08338494566904356,0.05404986781228047,0.20108123835958402,369,20,0.05420054200542006
