strategy,n_transfers,mean,median,ci_low,ci_high
always_random,20,0.5576842767143839,0.5553031629708712,0.45795848313984405,0.6603390733269024
always_hybrid,20,0.5596829999896256,0.5482732627324888,0.4618898904187659,0.6597359779419382
selective_policy_v2,20,0.5619067144041827,0.5587759415860657,0.46323569749029375,0.6624667370049674
oracle_random_hybrid,20,0.5628730294535084,0.5587759415860657,0.46476264990993027,0.6633092949104232
