mz,E.coli-Cipr,E.coli-Ceft,K.pneum-Ceft,S.aureu-Oxac,P.aerug-Cipr
2459.0,2.626809117558992e-05,2.0185223666133707e-05,2.561039136529045e-05,0.0,0.00021045724567627874
2462.0,0.000264689786289571,0.0,9.107484289193877e-05,0.0,0.0002638703696575791
2465.0,0.00021437212491785357,8.606888843803836e-05,9.844525787546815e-05,0.0014851658645104369,0.00010073895419134807
2468.0,0.0002054995602554363,0.00039316323121256003,0.0005025755903983245,0.0006719046835914544,0.0
2471.0,6.918751157295953e-05,0.0,3.501957227764501e-05,5.880009808968995e-05,2.1779848108184016e-05
2474.0,0.00010729929042367429,9.138099102389361e-05,0.00020046601557410695,4.696420949722788e-05,0.00047944770744969174
2477.0,0.00011962315089567252,0.0,1.489458287203593e-05,0.00018909085185931886,1.7640502122252787e-05
2480.0,7.470633010644157e-05,0.0,6.514788641698562e-05,0.0,6.410021641567404e-06
2483.0,0.00012204066296944913,0.0,0.00023041470592751937,0.0,0.0013432204516963238
2486.0,0.00044409025485188565,9.219159289135735e-05,0.00033610701779712075,0.0,0.002418165745965631
2489.0,2.5877678708285838e-05,3.0739616248686e-05,0.00047873184553550406,0.0,1.5582024177264063e-05
2492.0,0.00013253478437552348,0.00015967339598543228,1.7682077515251353e-05,0.00015463515190287206,0.0
2495.0,4.741798497920684e-05,0.0008675798832353772,4.261327932323275e-07,5.563433649844018e-05,6.05697196611225e-05
2498.0,0.00019728011706007364,0.00015694363619527739,3.8688344402721395e-06,0.00207036555231438,0.0
2501.0,0.00048206660121773886,0.0,5.7437666111177954e-05,0.001039137849768107,7.049399167149459e-05
2504.0,0.00035249845376303515,0.0006621663885131226,5.1225278060099805e-05,0.0,0.0
2507.0,1.9059837236968547e-05,0.0,0.0037267129666195688,8.21711476481386e-05,0.0005803360944154766
2510.0,3.3934746545853e-05,0.0,0.0009534714638301698,0.0001238393269031434,0.0005202100369829807
2513.0,9.781291043662671e-05,0.0,0.0003799614498022646,0.006958523798347582,0.0001387377621842846
2516.0,0.00026323393437714947,0.00040840996138168567,2.4679054443578066e-05,3.076410690901143e-05,0.000498775378564871
2519.0,9.515128645184813e-05,0.00032231710346691356,5.8735314881004964e-05,0.0,3.209383896721768e-05
2522.0,1.1411904122160815e-05,0.0,0.00032048011903577515,0.0,0.0
2525.0,0.0003213245032285592,0.002329726647472596,0.00011878490718936168,0.0,5.73429090501814e-06
2528.0,4.804440476200777e-05,0.0005375010457700677,0.0004011749532100551,0.0,0.00017106003864175658
2531.0,1.2252621896923248e-05,0.00012455845733014466,0.0007766308793757297,8.271013246344306e-05,0.0
2534.0,0.00032902234015810665,0.0,0.00056631221733492,0.0,4.548602965531943e-06
2537.0,0.00018697730592384757,0.0,9.177346660661502e-05,0.0,0.00024225861478188433
2540.0,0.00014332428723470435,0.00011519881567610738,0.00017959769437587018,5.0175710282270764e-05,0.0
2543.0,0.00013229235535895366,0.0003015392317602242,1.5417257325734097e-06,0.0,0.00034474865284259793
2546.0,2.361673277365055e-05,0.0,3.8509287353411573e-05,0.0,0.0
2549.0,3.945537727853904e-05,0.0,0.00012659009919008203,0.0,6.105738586020577e-06
2552.0,0.00020096286940671915,0.0,0.0001543572107266073,0.0,0.0001284764048020259
2555.0,2.899411856945552e-05,0.0,0.00014986977771689247,0.0,0.00017183999539293745
2558.0,3.7091236747255576e-05,7.804206775197566e-05,5.8392940284040916e-05,0.0002808474805653662,0.00035185974731751743
2561.0,5.70987404687172e-05,0.00014491247680951464,8.959844993169802e-07,9.134976904454675e-05,2.8127676716518553e-05
2564.0,0.00026368492804781766,0.00027130302784907995,0.00021459254068112668,0.0,0.0
2567.0,7.04872850132968e-05,0.0,0.00019025845222206463,0.0,0.00012119739215732738
2570.0,8.785049684006384e-05,0.0,5.515396424301533e-06,0.0,7.781591261114283e-06
2573.0,0.00025643822658598197,0.0002369923477317086,8.73089384022528e-05,0.0001722289083041799,0.0
2576.0,0.00037577354218046907,0.0001304470141741058,1.4659481489550522e-05,4.734774876260983e-05,0.0006031441179076138
2579.0,0.0004279471813075436,0.0,3.276418660501628e-05,0.00015211120367674368,1.452442740505349e-05
2582.0,5.4350423456016325e-05,0.00015700334658257957,8.951523922836985e-05,0.0,0.0005854078607296874
2585.0,4.642007384590753e-06,0.0,0.0001836519297790972,0.0,0.0001781906986159095
2588.0,0.0,8.131372646602134e-05,0.00034943862061724025,0.0006501982449057673,2.1502830008049312e-05
2591.0,0.0002588619884359421,0.008429004642830511,0.017419981605290534,0.0,5.284880390850795e-06
2594.0,0.00016743661331423105,0.0,0.0003534186025921357,0.00015058392976697368,0.0001547571949349239
2597.0,4.692533236385195e-06,4.825364338003515e-05,6.587705652720709e-07,5.6544605254821596e-05,0.00021726395564421557
2600.0,4.85169586492369e-06,9.77890708982901e-05,0.00011121529446279402,6.733958953452767e-05,8.70200870486757e-06
2603.0,0.0002757853482442321,6.325129214226429e-05,5.1215302584499676e-05,0.0,0.0
2606.0,4.780183766679715e-05,2.0504472342980334e-05,0.00014763194005785253,0.0009201613475275162,4.1227112535253594e-05
2609.0,0.0001035689997129766,5.5175389091230114e-05,1.324375667570185e-06,0.0008184649951021651,2.5495876417375846e-05
2612.0,0.0001894937529443285,7.393025457161663e-05,2.7975552115877372e-05,6.338881366164834e-05,0.00033119673795766206
2615.0,5.088957240539652e-05,0.001319680860648522,0.00029228244431903815,0.0,0.0
2618.0,3.982321831892521e-05,0.0,0.00045410475478741745,0.0,0.0
2621.0,0.00014590374893356029,3.8278929426424205e-05,1.2338586806759803e-05,0.0005125485020904187,0.0012816649831698444
2624.0,0.00016640407630714383,0.0001071572422533298,0.0004744729527925775,7.049578990591402e-05,2.9123238059122144e-05
2627.0,0.00011197852739354472,0.0,0.0005959936311265585,0.00016805273282028272,0.0004309305792716901
2630.0,0.00023056725803801044,0.000112837943751811,0.00019389020639399014,0.0001534133897931395,0.00014109156289963436
2633.0,0.00012236896175371606,0.0,1.9685983897921553e-05,0.0,0.0008769166554311001
2636.0,6.512559537627765e-05,0.0,0.00011917486648292032,0.0,0.0009146417955806199
2639.0,0.0007413499367236729,0.0,2.6820636329320444e-05,0.0,2.0975140037863844e-05
2642.0,2.563193448679258e-05,0.0,0.0003403385486223671,0.00010585070067418908,0.0001691092303978119
2645.0,1.4175946679764804e-05,0.00012060424767579495,1.8809930868725708e-05,0.0,0.0
